"uniqueID","island","site","transect","topcolor","bowlcolor","partial","other","insectorders","count"
"SaipanMTRLL3","Saipan","MTRL","L3","r","r",0,0,"Crabronidae",0
"SaipanMTRLL3","Saipan","MTRL","L3","r","r",0,0,"Trichoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","r","r",0,0,"Diptera",1
"SaipanMTRLL3","Saipan","MTRL","L3","r","r",0,0,"Lepidoptera",41
"SaipanMTRLL3","Saipan","MTRL","L3","r","r",0,0,"Hemiptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","r","r",0,0,"Blattodea",0
"SaipanMTRLL3","Saipan","MTRL","L3","y","y",0,0,"Coleoptera",1
"SaipanMTRLL3","Saipan","MTRL","L3","y","y",0,0,"Araneae",0
"SaipanMTRLL3","Saipan","MTRL","L3","y","y",0,0,"Formicidae",0
"SaipanMTRLL3","Saipan","MTRL","L3","y","y",0,0,"Isoptera",1
"SaipanMTRLL3","Saipan","MTRL","L3","y","y",0,0,"Apoidea",2
"SaipanMTRLL3","Saipan","MTRL","L3","y","y",0,0,"Crabronidae",0
"SaipanMTRLL3","Saipan","MTRL","L3","y","y",0,0,"Trichoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","y","y",0,0,"Diptera",3
"SaipanMTRLL3","Saipan","MTRL","L3","y","y",0,0,"Lepidoptera",39
"SaipanMTRLL3","Saipan","MTRL","L3","y","y",0,0,"Hemiptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","y","y",0,0,"Blattodea",0
"SaipanMTRLL3","Saipan","MTRL","L3","r","y",0,0,"Coleoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","r","y",0,0,"Araneae",0
"SaipanMTRLL3","Saipan","MTRL","L3","r","y",0,0,"Formicidae",0
"SaipanMTRLL3","Saipan","MTRL","L3","r","y",0,0,"Isoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","r","y",0,0,"Apoidea",0
"SaipanMTRLL3","Saipan","MTRL","L3","r","y",0,0,"Crabronidae",1
"SaipanMTRLL3","Saipan","MTRL","L3","r","y",0,0,"Trichoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","r","y",0,0,"Diptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","r","y",0,0,"Lepidoptera",24
"SaipanMTRLL3","Saipan","MTRL","L3","r","y",0,0,"Hemiptera",2
"SaipanMTRLL3","Saipan","MTRL","L3","r","y",0,0,"Blattodea",0
"SaipanMTRLL3","Saipan","MTRL","L3","b","b",0,0,"Coleoptera",1
"SaipanMTRLL3","Saipan","MTRL","L3","b","b",0,0,"Araneae",0
"SaipanMTRLL3","Saipan","MTRL","L3","b","b",0,0,"Formicidae",0
"SaipanMTRLL3","Saipan","MTRL","L3","b","b",0,0,"Isoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","b","b",0,0,"Apoidea",0
"SaipanMTRLL3","Saipan","MTRL","L3","b","b",0,0,"Crabronidae",0
"SaipanMTRLL3","Saipan","MTRL","L3","b","b",0,0,"Trichoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","b","b",0,0,"Diptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","b","b",0,0,"Lepidoptera",21
"SaipanMTRLL3","Saipan","MTRL","L3","b","b",0,0,"Hemiptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","b","b",0,0,"Blattodea",0
"SaipanMTRLL3","Saipan","MTRL","L3","y","b",0,0,"Coleoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","y","b",0,0,"Araneae",0
"SaipanMTRLL3","Saipan","MTRL","L3","y","b",0,0,"Formicidae",1
"SaipanMTRLL3","Saipan","MTRL","L3","y","b",0,0,"Isoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","y","b",0,0,"Apoidea",0
"SaipanMTRLL3","Saipan","MTRL","L3","y","b",0,0,"Crabronidae",0
"SaipanMTRLL3","Saipan","MTRL","L3","y","b",0,0,"Trichoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","y","b",0,0,"Diptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","y","b",0,0,"Lepidoptera",13
"SaipanMTRLL3","Saipan","MTRL","L3","y","b",0,0,"Hemiptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","y","b",0,0,"Blattodea",0
"SaipanMTRLL3","Saipan","MTRL","L3","y","w",0,0,"Coleoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","y","w",0,0,"Araneae",0
"SaipanMTRLL3","Saipan","MTRL","L3","y","w",0,0,"Formicidae",0
"SaipanMTRLL3","Saipan","MTRL","L3","y","w",0,0,"Isoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","y","w",0,0,"Apoidea",1
"SaipanMTRLL3","Saipan","MTRL","L3","y","w",0,0,"Crabronidae",0
"SaipanMTRLL3","Saipan","MTRL","L3","y","w",0,0,"Trichoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","y","w",0,0,"Diptera",2
"SaipanMTRLL3","Saipan","MTRL","L3","y","w",0,0,"Lepidoptera",14
"SaipanMTRLL3","Saipan","MTRL","L3","y","w",0,0,"Hemiptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","y","w",0,0,"Blattodea",0
"SaipanMTRLL3","Saipan","MTRL","L3","w","r",0,0,"Coleoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","w","r",0,0,"Araneae",0
"SaipanMTRLL3","Saipan","MTRL","L3","w","r",0,0,"Formicidae",0
"SaipanMTRLL3","Saipan","MTRL","L3","w","r",0,0,"Isoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","w","r",0,0,"Apoidea",0
"SaipanMTRLL3","Saipan","MTRL","L3","w","r",0,0,"Crabronidae",0
"SaipanMTRLL3","Saipan","MTRL","L3","w","r",0,0,"Trichoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","w","r",0,0,"Diptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","w","r",0,0,"Lepidoptera",84
"SaipanMTRLL3","Saipan","MTRL","L3","w","r",0,0,"Hemiptera",1
"SaipanMTRLL3","Saipan","MTRL","L3","w","r",0,0,"Blattodea",0
"SaipanMTRLL3","Saipan","MTRL","L3","w","w",0,0,"Coleoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","w","w",0,0,"Araneae",0
"SaipanMTRLL3","Saipan","MTRL","L3","w","w",0,0,"Formicidae",0
"SaipanMTRLL3","Saipan","MTRL","L3","w","w",0,0,"Isoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","w","w",0,0,"Apoidea",0
"SaipanMTRLL3","Saipan","MTRL","L3","w","w",0,0,"Crabronidae",0
"SaipanMTRLL3","Saipan","MTRL","L3","w","w",0,0,"Trichoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","w","w",0,0,"Diptera",2
"SaipanMTRLL3","Saipan","MTRL","L3","w","w",0,0,"Lepidoptera",99
"SaipanMTRLL3","Saipan","MTRL","L3","w","w",0,0,"Hemiptera",2
"SaipanMTRLL3","Saipan","MTRL","L3","w","w",0,0,"Blattodea",0
"SaipanMTRLL3","Saipan","MTRL","L3","b","y",0,0,"Coleoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","b","y",0,0,"Araneae",0
"SaipanMTRLL3","Saipan","MTRL","L3","b","y",0,0,"Formicidae",0
"SaipanMTRLL3","Saipan","MTRL","L3","b","y",0,0,"Isoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","b","y",0,0,"Apoidea",0
"SaipanMTRLL3","Saipan","MTRL","L3","b","y",0,0,"Crabronidae",0
"SaipanMTRLL3","Saipan","MTRL","L3","b","y",0,0,"Trichoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","b","y",0,0,"Diptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","b","y",0,0,"Lepidoptera",23
"SaipanMTRLL3","Saipan","MTRL","L3","b","y",0,0,"Hemiptera",1
"SaipanMTRLL3","Saipan","MTRL","L3","b","y",0,0,"Blattodea",0
"SaipanMTRLL3","Saipan","MTRL","L3","y","r",0,0,"Coleoptera",1
"SaipanMTRLL3","Saipan","MTRL","L3","y","r",0,0,"Araneae",0
"SaipanMTRLL3","Saipan","MTRL","L3","y","r",0,0,"Formicidae",0
"SaipanMTRLL3","Saipan","MTRL","L3","y","r",0,0,"Isoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","y","r",0,0,"Apoidea",1
"SaipanMTRLL3","Saipan","MTRL","L3","y","r",0,0,"Crabronidae",1
"SaipanMTRLL3","Saipan","MTRL","L3","y","r",0,0,"Trichoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","y","r",0,0,"Diptera",1
"SaipanMTRLL3","Saipan","MTRL","L3","y","r",0,0,"Lepidoptera",60
"SaipanMTRLL3","Saipan","MTRL","L3","y","r",0,0,"Hemiptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","y","r",0,0,"Blattodea",0
"SaipanMTRLL3","Saipan","MTRL","L3","r","w",0,0,"Coleoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","r","w",0,0,"Araneae",0
"SaipanMTRLL3","Saipan","MTRL","L3","r","w",0,0,"Formicidae",0
"SaipanMTRLL3","Saipan","MTRL","L3","r","w",0,0,"Isoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","r","w",0,0,"Apoidea",0
"SaipanMTRLL3","Saipan","MTRL","L3","r","w",0,0,"Crabronidae",0
"SaipanMTRLL3","Saipan","MTRL","L3","r","w",0,0,"Trichoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","r","w",0,0,"Diptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","r","w",0,0,"Lepidoptera",29
"SaipanMTRLL3","Saipan","MTRL","L3","r","w",0,0,"Hemiptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","r","w",0,0,"Blattodea",0
"SaipanMTRLL3","Saipan","MTRL","L3","r","b",0,0,"Coleoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","r","b",0,0,"Araneae",0
"SaipanMTRLL3","Saipan","MTRL","L3","r","b",0,0,"Formicidae",0
"SaipanMTRLL3","Saipan","MTRL","L3","r","b",0,0,"Isoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","r","b",0,0,"Apoidea",0
"SaipanMTRLL3","Saipan","MTRL","L3","r","b",0,0,"Crabronidae",0
"SaipanMTRLL3","Saipan","MTRL","L3","r","b",0,0,"Trichoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","r","b",0,0,"Diptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","r","b",0,0,"Lepidoptera",16
"SaipanMTRLL3","Saipan","MTRL","L3","r","b",0,0,"Hemiptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","r","b",0,0,"Blattodea",0
"SaipanMTRLL3","Saipan","MTRL","L3","w","b",0,0,"Coleoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","w","b",0,0,"Araneae",0
"SaipanMTRLL3","Saipan","MTRL","L3","w","b",0,0,"Formicidae",1
"SaipanMTRLL3","Saipan","MTRL","L3","w","b",0,0,"Isoptera",1
"SaipanMTRLL3","Saipan","MTRL","L3","w","b",0,0,"Apoidea",0
"SaipanMTRLL3","Saipan","MTRL","L3","w","b",0,0,"Crabronidae",0
"SaipanMTRLL3","Saipan","MTRL","L3","w","b",0,0,"Trichoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","w","b",0,0,"Diptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","w","b",0,0,"Lepidoptera",94
"SaipanMTRLL3","Saipan","MTRL","L3","w","b",0,0,"Hemiptera",1
"SaipanMTRLL3","Saipan","MTRL","L3","w","b",0,0,"Blattodea",0
"SaipanMTRLL3","Saipan","MTRL","L3","b","r",0,0,"Coleoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","b","r",0,0,"Araneae",0
"SaipanMTRLL3","Saipan","MTRL","L3","b","r",0,0,"Formicidae",0
"SaipanMTRLL3","Saipan","MTRL","L3","b","r",0,0,"Isoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","b","r",0,0,"Apoidea",1
"SaipanMTRLL3","Saipan","MTRL","L3","b","r",0,0,"Crabronidae",0
"SaipanMTRLL3","Saipan","MTRL","L3","b","r",0,0,"Trichoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","b","r",0,0,"Diptera",2
"SaipanMTRLL3","Saipan","MTRL","L3","b","r",0,0,"Lepidoptera",20
"SaipanMTRLL3","Saipan","MTRL","L3","b","r",0,0,"Hemiptera",1
"SaipanMTRLL3","Saipan","MTRL","L3","b","r",0,0,"Blattodea",0
"SaipanMTRLL3","Saipan","MTRL","L3","w","y",0,0,"Coleoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","w","y",0,0,"Araneae",0
"SaipanMTRLL3","Saipan","MTRL","L3","w","y",0,0,"Formicidae",1
"SaipanMTRLL3","Saipan","MTRL","L3","w","y",0,0,"Isoptera",1
"SaipanMTRLL3","Saipan","MTRL","L3","w","y",0,0,"Apoidea",0
"SaipanMTRLL3","Saipan","MTRL","L3","w","y",0,0,"Crabronidae",0
"SaipanMTRLL3","Saipan","MTRL","L3","w","y",0,0,"Trichoptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","w","y",0,0,"Diptera",0
"SaipanMTRLL3","Saipan","MTRL","L3","w","y",0,0,"Lepidoptera",91
"SaipanMTRLL3","Saipan","MTRL","L3","w","y",0,0,"Hemiptera",2
"SaipanMTRLL3","Saipan","MTRL","L3","w","y",0,0,"Blattodea",0
"SaipanNblasNA","Saipan","Nblas",NA,NA,NA,NA,NA,"Coleoptera",NA
"SaipanNblasNA","Saipan","Nblas",NA,NA,NA,NA,NA,"Araneae",NA
"SaipanNblasNA","Saipan","Nblas",NA,NA,NA,NA,NA,"Formicidae",NA
"SaipanNblasNA","Saipan","Nblas",NA,NA,NA,NA,NA,"Isoptera",NA
"SaipanNblasNA","Saipan","Nblas",NA,NA,NA,NA,NA,"Apoidea",NA
"SaipanNblasNA","Saipan","Nblas",NA,NA,NA,NA,NA,"Crabronidae",NA
"SaipanNblasNA","Saipan","Nblas",NA,NA,NA,NA,NA,"Trichoptera",NA
"SaipanNblasNA","Saipan","Nblas",NA,NA,NA,NA,NA,"Diptera",NA
"SaipanNblasNA","Saipan","Nblas",NA,NA,NA,NA,NA,"Lepidoptera",NA
"SaipanNblasNA","Saipan","Nblas",NA,NA,NA,NA,NA,"Hemiptera",NA
"SaipanNblasNA","Saipan","Nblas",NA,NA,NA,NA,NA,"Blattodea",NA
"SaipanRacetrackNA","Saipan","Racetrack",NA,NA,NA,NA,NA,"Coleoptera",NA
"SaipanRacetrackNA","Saipan","Racetrack",NA,NA,NA,NA,NA,"Araneae",NA
"SaipanRacetrackNA","Saipan","Racetrack",NA,NA,NA,NA,NA,"Formicidae",NA
"SaipanRacetrackNA","Saipan","Racetrack",NA,NA,NA,NA,NA,"Isoptera",NA
"SaipanRacetrackNA","Saipan","Racetrack",NA,NA,NA,NA,NA,"Apoidea",NA
"SaipanRacetrackNA","Saipan","Racetrack",NA,NA,NA,NA,NA,"Crabronidae",NA
"SaipanRacetrackNA","Saipan","Racetrack",NA,NA,NA,NA,NA,"Trichoptera",NA
"SaipanRacetrackNA","Saipan","Racetrack",NA,NA,NA,NA,NA,"Diptera",NA
"SaipanRacetrackNA","Saipan","Racetrack",NA,NA,NA,NA,NA,"Lepidoptera",NA
"SaipanRacetrackNA","Saipan","Racetrack",NA,NA,NA,NA,NA,"Hemiptera",NA
"SaipanRacetrackNA","Saipan","Racetrack",NA,NA,NA,NA,NA,"Blattodea",NA
"SaipanRitiNA","Saipan","Riti",NA,NA,NA,NA,NA,"Coleoptera",NA
"SaipanRitiNA","Saipan","Riti",NA,NA,NA,NA,NA,"Araneae",NA
"SaipanRitiNA","Saipan","Riti",NA,NA,NA,NA,NA,"Formicidae",NA
"SaipanRitiNA","Saipan","Riti",NA,NA,NA,NA,NA,"Isoptera",NA
"SaipanRitiNA","Saipan","Riti",NA,NA,NA,NA,NA,"Apoidea",NA
"SaipanRitiNA","Saipan","Riti",NA,NA,NA,NA,NA,"Crabronidae",NA
"SaipanRitiNA","Saipan","Riti",NA,NA,NA,NA,NA,"Trichoptera",NA
"SaipanRitiNA","Saipan","Riti",NA,NA,NA,NA,NA,"Diptera",NA
"SaipanRitiNA","Saipan","Riti",NA,NA,NA,NA,NA,"Lepidoptera",NA
"SaipanRitiNA","Saipan","Riti",NA,NA,NA,NA,NA,"Hemiptera",NA
"SaipanRitiNA","Saipan","Riti",NA,NA,NA,NA,NA,"Blattodea",NA
"SaipanSblasNA","Saipan","Sblas",NA,NA,NA,NA,NA,"Coleoptera",NA
"SaipanSblasNA","Saipan","Sblas",NA,NA,NA,NA,NA,"Araneae",NA
"SaipanSblasNA","Saipan","Sblas",NA,NA,NA,NA,NA,"Formicidae",NA
"SaipanSblasNA","Saipan","Sblas",NA,NA,NA,NA,NA,"Isoptera",NA
"SaipanSblasNA","Saipan","Sblas",NA,NA,NA,NA,NA,"Apoidea",NA
"SaipanSblasNA","Saipan","Sblas",NA,NA,NA,NA,NA,"Crabronidae",NA
"SaipanSblasNA","Saipan","Sblas",NA,NA,NA,NA,NA,"Trichoptera",NA
"SaipanSblasNA","Saipan","Sblas",NA,NA,NA,NA,NA,"Diptera",NA
"SaipanSblasNA","Saipan","Sblas",NA,NA,NA,NA,NA,"Lepidoptera",NA
"SaipanSblasNA","Saipan","Sblas",NA,NA,NA,NA,NA,"Hemiptera",NA
"SaipanSblasNA","Saipan","Sblas",NA,NA,NA,NA,NA,"Blattodea",NA
"SaipanNANA","Saipan",NA,NA,NA,NA,NA,NA,"Coleoptera",NA
"SaipanNANA","Saipan",NA,NA,NA,NA,NA,NA,"Araneae",NA
"SaipanNANA","Saipan",NA,NA,NA,NA,NA,NA,"Formicidae",NA
"SaipanNANA","Saipan",NA,NA,NA,NA,NA,NA,"Isoptera",NA
"SaipanNANA","Saipan",NA,NA,NA,NA,NA,NA,"Apoidea",NA
"SaipanNANA","Saipan",NA,NA,NA,NA,NA,NA,"Crabronidae",NA
"SaipanNANA","Saipan",NA,NA,NA,NA,NA,NA,"Trichoptera",NA
"SaipanNANA","Saipan",NA,NA,NA,NA,NA,NA,"Diptera",NA
"SaipanNANA","Saipan",NA,NA,NA,NA,NA,NA,"Lepidoptera",NA
"SaipanNANA","Saipan",NA,NA,NA,NA,NA,NA,"Hemiptera",NA
"SaipanNANA","Saipan",NA,NA,NA,NA,NA,NA,"Blattodea",NA
"NAAnaoNA",NA,"Anao",NA,NA,NA,NA,NA,"Coleoptera",NA
"NAAnaoNA",NA,"Anao",NA,NA,NA,NA,NA,"Araneae",NA
"NAAnaoNA",NA,"Anao",NA,NA,NA,NA,NA,"Formicidae",NA
"NAAnaoNA",NA,"Anao",NA,NA,NA,NA,NA,"Isoptera",NA
"NAAnaoNA",NA,"Anao",NA,NA,NA,NA,NA,"Apoidea",NA
"NAAnaoNA",NA,"Anao",NA,NA,NA,NA,NA,"Crabronidae",NA
"NAAnaoNA",NA,"Anao",NA,NA,NA,NA,NA,"Trichoptera",NA
"NAAnaoNA",NA,"Anao",NA,NA,NA,NA,NA,"Diptera",NA
"NAAnaoNA",NA,"Anao",NA,NA,NA,NA,NA,"Lepidoptera",NA
"NAAnaoNA",NA,"Anao",NA,NA,NA,NA,NA,"Hemiptera",NA
"NAAnaoNA",NA,"Anao",NA,NA,NA,NA,NA,"Blattodea",NA
"NAForbiANA",NA,"ForbiA",NA,NA,NA,NA,NA,"Coleoptera",NA
"NAForbiANA",NA,"ForbiA",NA,NA,NA,NA,NA,"Araneae",NA
"NAForbiANA",NA,"ForbiA",NA,NA,NA,NA,NA,"Formicidae",NA
"NAForbiANA",NA,"ForbiA",NA,NA,NA,NA,NA,"Isoptera",NA
"NAForbiANA",NA,"ForbiA",NA,NA,NA,NA,NA,"Apoidea",NA
"NAForbiANA",NA,"ForbiA",NA,NA,NA,NA,NA,"Crabronidae",NA
"NAForbiANA",NA,"ForbiA",NA,NA,NA,NA,NA,"Trichoptera",NA
"NAForbiANA",NA,"ForbiA",NA,NA,NA,NA,NA,"Diptera",NA
"NAForbiANA",NA,"ForbiA",NA,NA,NA,NA,NA,"Lepidoptera",NA
"NAForbiANA",NA,"ForbiA",NA,NA,NA,NA,NA,"Hemiptera",NA
"NAForbiANA",NA,"ForbiA",NA,NA,NA,NA,NA,"Blattodea",NA
"NAForbiGridNA",NA,"ForbiGrid",NA,NA,NA,NA,NA,"Coleoptera",NA
"NAForbiGridNA",NA,"ForbiGrid",NA,NA,NA,NA,NA,"Araneae",NA
"NAForbiGridNA",NA,"ForbiGrid",NA,NA,NA,NA,NA,"Formicidae",NA
"NAForbiGridNA",NA,"ForbiGrid",NA,NA,NA,NA,NA,"Isoptera",NA
"NAForbiGridNA",NA,"ForbiGrid",NA,NA,NA,NA,NA,"Apoidea",NA
"NAForbiGridNA",NA,"ForbiGrid",NA,NA,NA,NA,NA,"Crabronidae",NA
"NAForbiGridNA",NA,"ForbiGrid",NA,NA,NA,NA,NA,"Trichoptera",NA
"NAForbiGridNA",NA,"ForbiGrid",NA,NA,NA,NA,NA,"Diptera",NA
"NAForbiGridNA",NA,"ForbiGrid",NA,NA,NA,NA,NA,"Lepidoptera",NA
"NAForbiGridNA",NA,"ForbiGrid",NA,NA,NA,NA,NA,"Hemiptera",NA
"NAForbiGridNA",NA,"ForbiGrid",NA,NA,NA,NA,NA,"Blattodea",NA
"NALADTANA",NA,"LADTA",NA,NA,NA,NA,NA,"Coleoptera",NA
"NALADTANA",NA,"LADTA",NA,NA,NA,NA,NA,"Araneae",NA
"NALADTANA",NA,"LADTA",NA,NA,NA,NA,NA,"Formicidae",NA
"NALADTANA",NA,"LADTA",NA,NA,NA,NA,NA,"Isoptera",NA
"NALADTANA",NA,"LADTA",NA,NA,NA,NA,NA,"Apoidea",NA
"NALADTANA",NA,"LADTA",NA,NA,NA,NA,NA,"Crabronidae",NA
"NALADTANA",NA,"LADTA",NA,NA,NA,NA,NA,"Trichoptera",NA
"NALADTANA",NA,"LADTA",NA,NA,NA,NA,NA,"Diptera",NA
"NALADTANA",NA,"LADTA",NA,NA,NA,NA,NA,"Lepidoptera",NA
"NALADTANA",NA,"LADTA",NA,NA,NA,NA,NA,"Hemiptera",NA
"NALADTANA",NA,"LADTA",NA,NA,NA,NA,NA,"Blattodea",NA
"NALadtgNA",NA,"Ladtg",NA,NA,NA,NA,NA,"Coleoptera",NA
"NALadtgNA",NA,"Ladtg",NA,NA,NA,NA,NA,"Araneae",NA
"NALadtgNA",NA,"Ladtg",NA,NA,NA,NA,NA,"Formicidae",NA
"NALadtgNA",NA,"Ladtg",NA,NA,NA,NA,NA,"Isoptera",NA
"NALadtgNA",NA,"Ladtg",NA,NA,NA,NA,NA,"Apoidea",NA
"NALadtgNA",NA,"Ladtg",NA,NA,NA,NA,NA,"Crabronidae",NA
"NALadtgNA",NA,"Ladtg",NA,NA,NA,NA,NA,"Trichoptera",NA
"NALadtgNA",NA,"Ladtg",NA,NA,NA,NA,NA,"Diptera",NA
"NALadtgNA",NA,"Ladtg",NA,NA,NA,NA,NA,"Lepidoptera",NA
"NALadtgNA",NA,"Ladtg",NA,NA,NA,NA,NA,"Hemiptera",NA
"NALadtgNA",NA,"Ladtg",NA,NA,NA,NA,NA,"Blattodea",NA
"NALADTGNA",NA,"LADTG",NA,NA,NA,NA,NA,"Coleoptera",NA
"NALADTGNA",NA,"LADTG",NA,NA,NA,NA,NA,"Araneae",NA
"NALADTGNA",NA,"LADTG",NA,NA,NA,NA,NA,"Formicidae",NA
"NALADTGNA",NA,"LADTG",NA,NA,NA,NA,NA,"Isoptera",NA
"NALADTGNA",NA,"LADTG",NA,NA,NA,NA,NA,"Apoidea",NA
"NALADTGNA",NA,"LADTG",NA,NA,NA,NA,NA,"Crabronidae",NA
"NALADTGNA",NA,"LADTG",NA,NA,NA,NA,NA,"Trichoptera",NA
"NALADTGNA",NA,"LADTG",NA,NA,NA,NA,NA,"Diptera",NA
"NALADTGNA",NA,"LADTG",NA,NA,NA,NA,NA,"Lepidoptera",NA
"NALADTGNA",NA,"LADTG",NA,NA,NA,NA,NA,"Hemiptera",NA
"NALADTGNA",NA,"LADTG",NA,NA,NA,NA,NA,"Blattodea",NA
"NAMTRLNA",NA,"MTRL",NA,NA,NA,NA,NA,"Coleoptera",NA
"NAMTRLNA",NA,"MTRL",NA,NA,NA,NA,NA,"Araneae",NA
"NAMTRLNA",NA,"MTRL",NA,NA,NA,NA,NA,"Formicidae",NA
"NAMTRLNA",NA,"MTRL",NA,NA,NA,NA,NA,"Isoptera",NA
"NAMTRLNA",NA,"MTRL",NA,NA,NA,NA,NA,"Apoidea",NA
"NAMTRLNA",NA,"MTRL",NA,NA,NA,NA,NA,"Crabronidae",NA
"NAMTRLNA",NA,"MTRL",NA,NA,NA,NA,NA,"Trichoptera",NA
"NAMTRLNA",NA,"MTRL",NA,NA,NA,NA,NA,"Diptera",NA
"NAMTRLNA",NA,"MTRL",NA,NA,NA,NA,NA,"Lepidoptera",NA
"NAMTRLNA",NA,"MTRL",NA,NA,NA,NA,NA,"Hemiptera",NA
"NAMTRLNA",NA,"MTRL",NA,NA,NA,NA,NA,"Blattodea",NA
"NANblasL1",NA,"Nblas","L1","r","r",0,0,"Coleoptera",0
"NANblasL1",NA,"Nblas","L1","r","r",0,0,"Araneae",0
"NANblasL1",NA,"Nblas","L1","r","r",0,0,"Formicidae",0
"NANblasL1",NA,"Nblas","L1","r","r",0,0,"Isoptera",0
"NANblasL1",NA,"Nblas","L1","r","r",0,0,"Apoidea",0
"NANblasL1",NA,"Nblas","L1","r","r",0,0,"Crabronidae",0
"NANblasL1",NA,"Nblas","L1","r","r",0,0,"Trichoptera",0
"NANblasL1",NA,"Nblas","L1","r","r",0,0,"Diptera",0
"NANblasL1",NA,"Nblas","L1","r","r",0,0,"Lepidoptera",0
"NANblasL1",NA,"Nblas","L1","r","r",0,0,"Hemiptera",0
"NANblasL1",NA,"Nblas","L1","r","r",0,0,"Blattodea",0
"NARacetrackL1",NA,"Racetrack","L1","w","w",0,0,"Coleoptera",0
"NARacetrackL1",NA,"Racetrack","L1","w","w",0,0,"Araneae",0
"NARacetrackL1",NA,"Racetrack","L1","w","w",0,0,"Formicidae",0
"NARacetrackL1",NA,"Racetrack","L1","w","w",0,0,"Isoptera",0
"NARacetrackL1",NA,"Racetrack","L1","w","w",0,0,"Apoidea",0
"NARacetrackL1",NA,"Racetrack","L1","w","w",0,0,"Crabronidae",0
"NARacetrackL1",NA,"Racetrack","L1","w","w",0,0,"Trichoptera",0
"NARacetrackL1",NA,"Racetrack","L1","w","w",0,0,"Diptera",0
"NARacetrackL1",NA,"Racetrack","L1","w","w",0,0,"Lepidoptera",0
"NARacetrackL1",NA,"Racetrack","L1","w","w",0,0,"Hemiptera",0
"NARacetrackL1",NA,"Racetrack","L1","w","w",0,0,"Blattodea",0
"NARitiL1",NA,"Riti","L1","w","b",0,0,"Coleoptera",1
"NARitiL1",NA,"Riti","L1","w","b",0,0,"Araneae",0
"NARitiL1",NA,"Riti","L1","w","b",0,0,"Formicidae",0
"NARitiL1",NA,"Riti","L1","w","b",0,0,"Isoptera",0
"NARitiL1",NA,"Riti","L1","w","b",0,0,"Apoidea",0
"NARitiL1",NA,"Riti","L1","w","b",0,0,"Crabronidae",0
"NARitiL1",NA,"Riti","L1","w","b",0,0,"Trichoptera",0
"NARitiL1",NA,"Riti","L1","w","b",0,0,"Diptera",0
"NARitiL1",NA,"Riti","L1","w","b",0,0,"Lepidoptera",0
"NARitiL1",NA,"Riti","L1","w","b",0,0,"Hemiptera",0
