"","X","uniqueID","island","site","transect","topcolor","bowlcolor","insectorder","numinsects","dateout","datecoll","duration","order_abbrev"
"3103",2158,"GuamRitiL2","guam","riti","L2","b","r","other",0,2018-01-12,2018-01-15,3,"other"
"3104",2159,"GuamRitiL2","guam","riti","L2","w","y","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3105",2160,"GuamRitiL2","guam","riti","L2","w","y","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3106",2161,"GuamRitiL2","guam","riti","L2","w","y","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3107",2162,"GuamRitiL2","guam","riti","L2","w","y","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"3108",2163,"GuamRitiL2","guam","riti","L2","w","y","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3109",2165,"GuamRitiL2","guam","riti","L2","w","y","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3110",2166,"GuamRitiL2","guam","riti","L2","w","y","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3111",2167,"GuamRitiL2","guam","riti","L2","w","y","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3112",2168,"GuamRitiL2","guam","riti","L2","w","y","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"3113",2169,"GuamRitiL2","guam","riti","L2","w","y","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3114",2170,"GuamRitiL2","guam","riti","L2","w","y","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3115",2171,"GuamRitiL2","guam","riti","L2","w","y","other",0,2018-01-12,2018-01-15,3,"other"
"3116",2172,"GuamRitiL2","guam","riti","L2","b","b","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3117",2173,"GuamRitiL2","guam","riti","L2","b","b","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3118",2174,"GuamRitiL2","guam","riti","L2","b","b","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3119",2175,"GuamRitiL2","guam","riti","L2","b","b","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"3120",2176,"GuamRitiL2","guam","riti","L2","b","b","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3121",2177,"GuamRitiL2","guam","riti","L2","b","b","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3122",2178,"GuamRitiL2","guam","riti","L2","b","b","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3123",2179,"GuamRitiL2","guam","riti","L2","b","b","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3124",2180,"GuamRitiL2","guam","riti","L2","b","b","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3125",2182,"GuamRitiL2","guam","riti","L2","b","b","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3126",2183,"GuamRitiL2","guam","riti","L2","b","b","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3127",2184,"GuamRitiL2","guam","riti","L2","b","b","other",0,2018-01-12,2018-01-15,3,"other"
"3128",2185,"GuamRitiL2","guam","riti","L2","b","y","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3129",2186,"GuamRitiL2","guam","riti","L2","b","y","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3130",2187,"GuamRitiL2","guam","riti","L2","b","y","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3131",2188,"GuamRitiL2","guam","riti","L2","b","y","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"3132",2189,"GuamRitiL2","guam","riti","L2","b","y","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3133",2190,"GuamRitiL2","guam","riti","L2","b","y","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3134",2191,"GuamRitiL2","guam","riti","L2","b","y","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3135",2192,"GuamRitiL2","guam","riti","L2","b","y","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3136",2193,"GuamRitiL2","guam","riti","L2","b","y","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3137",2194,"GuamRitiL2","guam","riti","L2","b","y","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"3138",2195,"GuamRitiL2","guam","riti","L2","b","y","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3139",2196,"GuamRitiL2","guam","riti","L2","b","y","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3140",2197,"GuamRitiL2","guam","riti","L2","b","y","other",0,2018-01-12,2018-01-15,3,"other"
"3141",2198,"GuamRitiL2","guam","riti","L2","y","w","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3142",2199,"GuamRitiL2","guam","riti","L2","y","w","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3143",2200,"GuamRitiL2","guam","riti","L2","y","w","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3144",2201,"GuamRitiL2","guam","riti","L2","y","w","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"3145",2202,"GuamRitiL2","guam","riti","L2","y","w","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3146",2203,"GuamRitiL2","guam","riti","L2","y","w","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3147",2204,"GuamRitiL2","guam","riti","L2","y","w","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3148",2205,"GuamRitiL2","guam","riti","L2","y","w","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3149",2206,"GuamRitiL2","guam","riti","L2","y","w","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3150",2207,"GuamRitiL2","guam","riti","L2","y","w","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"3151",2208,"GuamRitiL2","guam","riti","L2","y","w","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3152",2209,"GuamRitiL2","guam","riti","L2","y","w","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3153",2210,"GuamRitiL2","guam","riti","L2","y","w","other",0,2018-01-12,2018-01-15,3,"other"
"3154",2211,"GuamRitiL2","guam","riti","L2","r","r","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3155",2212,"GuamRitiL2","guam","riti","L2","r","r","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3156",2213,"GuamRitiL2","guam","riti","L2","r","r","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3157",2214,"GuamRitiL2","guam","riti","L2","r","r","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"3158",2215,"GuamRitiL2","guam","riti","L2","r","r","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3159",2216,"GuamRitiL2","guam","riti","L2","r","r","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3160",2217,"GuamRitiL2","guam","riti","L2","r","r","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3161",2218,"GuamRitiL2","guam","riti","L2","r","r","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3162",2219,"GuamRitiL2","guam","riti","L2","r","r","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3163",2220,"GuamRitiL2","guam","riti","L2","r","r","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"3164",2221,"GuamRitiL2","guam","riti","L2","r","r","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3165",2222,"GuamRitiL2","guam","riti","L2","r","r","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3166",2223,"GuamRitiL2","guam","riti","L2","r","r","other",0,2018-01-12,2018-01-15,3,"other"
"3167",2224,"GuamRitiL2","guam","riti","L2","y","r","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3168",2225,"GuamRitiL2","guam","riti","L2","y","r","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3169",2226,"GuamRitiL2","guam","riti","L2","y","r","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3170",2227,"GuamRitiL2","guam","riti","L2","y","r","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"3171",2228,"GuamRitiL2","guam","riti","L2","y","r","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3172",2229,"GuamRitiL2","guam","riti","L2","y","r","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3173",2230,"GuamRitiL2","guam","riti","L2","y","r","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3174",2231,"GuamRitiL2","guam","riti","L2","y","r","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3175",2232,"GuamRitiL2","guam","riti","L2","y","r","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3176",2233,"GuamRitiL2","guam","riti","L2","y","r","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"3177",2234,"GuamRitiL2","guam","riti","L2","y","r","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3178",2235,"GuamRitiL2","guam","riti","L2","y","r","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3179",2236,"GuamRitiL2","guam","riti","L2","y","r","other",0,2018-01-12,2018-01-15,3,"other"
"3180",2237,"GuamRitiL2","guam","riti","L2","y","b","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3181",2238,"GuamRitiL2","guam","riti","L2","y","b","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3182",2239,"GuamRitiL2","guam","riti","L2","y","b","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3183",2241,"GuamRitiL2","guam","riti","L2","y","b","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3184",2242,"GuamRitiL2","guam","riti","L2","y","b","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3185",2243,"GuamRitiL2","guam","riti","L2","y","b","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3186",2244,"GuamRitiL2","guam","riti","L2","y","b","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3187",2245,"GuamRitiL2","guam","riti","L2","y","b","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3188",2247,"GuamRitiL2","guam","riti","L2","y","b","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3189",2248,"GuamRitiL2","guam","riti","L2","y","b","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3190",2249,"GuamRitiL2","guam","riti","L2","y","b","other",0,2018-01-12,2018-01-15,3,"other"
"3191",2250,"GuamRitiL2","guam","riti","L2","r","w","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3192",2251,"GuamRitiL2","guam","riti","L2","r","w","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3193",2252,"GuamRitiL2","guam","riti","L2","r","w","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3194",2253,"GuamRitiL2","guam","riti","L2","r","w","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"3195",2254,"GuamRitiL2","guam","riti","L2","r","w","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3196",2255,"GuamRitiL2","guam","riti","L2","r","w","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3197",2256,"GuamRitiL2","guam","riti","L2","r","w","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3198",2257,"GuamRitiL2","guam","riti","L2","r","w","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3199",2258,"GuamRitiL2","guam","riti","L2","r","w","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3200",2260,"GuamRitiL2","guam","riti","L2","r","w","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3201",2261,"GuamRitiL2","guam","riti","L2","r","w","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3202",2262,"GuamRitiL2","guam","riti","L2","r","w","other",0,2018-01-12,2018-01-15,3,"other"
"3203",2263,"GuamRitiL2","guam","riti","L2","r","y","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3204",2264,"GuamRitiL2","guam","riti","L2","r","y","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3205",2265,"GuamRitiL2","guam","riti","L2","r","y","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3206",2266,"GuamRitiL2","guam","riti","L2","r","y","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"3207",2267,"GuamRitiL2","guam","riti","L2","r","y","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3208",2268,"GuamRitiL2","guam","riti","L2","r","y","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3209",2269,"GuamRitiL2","guam","riti","L2","r","y","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3210",2270,"GuamRitiL2","guam","riti","L2","r","y","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3211",2271,"GuamRitiL2","guam","riti","L2","r","y","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3212",2272,"GuamRitiL2","guam","riti","L2","r","y","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"3213",2273,"GuamRitiL2","guam","riti","L2","r","y","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3214",2274,"GuamRitiL2","guam","riti","L2","r","y","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3215",2275,"GuamRitiL2","guam","riti","L2","r","y","other",0,2018-01-12,2018-01-15,3,"other"
"3216",2276,"GuamRitiL2","guam","riti","L2","r","b","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3217",2277,"GuamRitiL2","guam","riti","L2","r","b","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3218",2278,"GuamRitiL2","guam","riti","L2","r","b","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3219",2280,"GuamRitiL2","guam","riti","L2","r","b","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3220",2282,"GuamRitiL2","guam","riti","L2","r","b","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3221",2283,"GuamRitiL2","guam","riti","L2","r","b","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3222",2284,"GuamRitiL2","guam","riti","L2","r","b","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3223",2285,"GuamRitiL2","guam","riti","L2","r","b","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"3224",2287,"GuamRitiL2","guam","riti","L2","r","b","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3225",2288,"GuamRitiL2","guam","riti","L2","r","b","other",0,2018-01-12,2018-01-15,3,"other"
"3226",2289,"GuamRitiL3","guam","riti","L3","r","r","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3227",2290,"GuamRitiL3","guam","riti","L3","r","r","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3228",2291,"GuamRitiL3","guam","riti","L3","r","r","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3229",2292,"GuamRitiL3","guam","riti","L3","r","r","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"3230",2293,"GuamRitiL3","guam","riti","L3","r","r","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3231",2294,"GuamRitiL3","guam","riti","L3","r","r","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3232",2296,"GuamRitiL3","guam","riti","L3","r","r","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3233",2297,"GuamRitiL3","guam","riti","L3","r","r","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3234",2298,"GuamRitiL3","guam","riti","L3","r","r","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"3235",2299,"GuamRitiL3","guam","riti","L3","r","r","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3236",2300,"GuamRitiL3","guam","riti","L3","r","r","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3237",2301,"GuamRitiL3","guam","riti","L3","r","r","other",0,2018-01-12,2018-01-15,3,"other"
"3238",2302,"GuamRitiL3","guam","riti","L3","y","r","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3239",2303,"GuamRitiL3","guam","riti","L3","y","r","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3240",2304,"GuamRitiL3","guam","riti","L3","y","r","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3241",2305,"GuamRitiL3","guam","riti","L3","y","r","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"3242",2306,"GuamRitiL3","guam","riti","L3","y","r","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3243",2307,"GuamRitiL3","guam","riti","L3","y","r","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3244",2308,"GuamRitiL3","guam","riti","L3","y","r","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3245",2309,"GuamRitiL3","guam","riti","L3","y","r","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3246",2310,"GuamRitiL3","guam","riti","L3","y","r","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3247",2311,"GuamRitiL3","guam","riti","L3","y","r","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"3248",2312,"GuamRitiL3","guam","riti","L3","y","r","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3249",2313,"GuamRitiL3","guam","riti","L3","y","r","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3250",2314,"GuamRitiL3","guam","riti","L3","y","r","other",0,2018-01-12,2018-01-15,3,"other"
"3251",2316,"GuamRitiL3","guam","riti","L3","b","r","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3252",2318,"GuamRitiL3","guam","riti","L3","b","r","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"3253",2319,"GuamRitiL3","guam","riti","L3","b","r","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3254",2320,"GuamRitiL3","guam","riti","L3","b","r","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3255",2321,"GuamRitiL3","guam","riti","L3","b","r","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3256",2322,"GuamRitiL3","guam","riti","L3","b","r","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3257",2323,"GuamRitiL3","guam","riti","L3","b","r","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3258",2324,"GuamRitiL3","guam","riti","L3","b","r","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"3259",2326,"GuamRitiL3","guam","riti","L3","b","r","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3260",2327,"GuamRitiL3","guam","riti","L3","b","r","other",0,2018-01-12,2018-01-15,3,"other"
"3261",2328,"GuamRitiL3","guam","riti","L3","b","y","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3262",2330,"GuamRitiL3","guam","riti","L3","b","y","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3263",2332,"GuamRitiL3","guam","riti","L3","b","y","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3264",2334,"GuamRitiL3","guam","riti","L3","b","y","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3265",2335,"GuamRitiL3","guam","riti","L3","b","y","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3266",2336,"GuamRitiL3","guam","riti","L3","b","y","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3267",2338,"GuamRitiL3","guam","riti","L3","b","y","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3268",2339,"GuamRitiL3","guam","riti","L3","b","y","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3269",2340,"GuamRitiL3","guam","riti","L3","b","y","other",0,2018-01-12,2018-01-15,3,"other"
"3270",2341,"GuamRitiL3","guam","riti","L3","r","w","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3271",2342,"GuamRitiL3","guam","riti","L3","r","w","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3272",2343,"GuamRitiL3","guam","riti","L3","r","w","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3273",2344,"GuamRitiL3","guam","riti","L3","r","w","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"3274",2345,"GuamRitiL3","guam","riti","L3","r","w","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3275",2346,"GuamRitiL3","guam","riti","L3","r","w","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3276",2347,"GuamRitiL3","guam","riti","L3","r","w","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3277",2348,"GuamRitiL3","guam","riti","L3","r","w","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3278",2349,"GuamRitiL3","guam","riti","L3","r","w","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3279",2350,"GuamRitiL3","guam","riti","L3","r","w","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"3280",2352,"GuamRitiL3","guam","riti","L3","r","w","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3281",2353,"GuamRitiL3","guam","riti","L3","r","w","other",0,2018-01-12,2018-01-15,3,"other"
"3282",2354,"GuamRitiL3","guam","riti","L3","y","w","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3283",2355,"GuamRitiL3","guam","riti","L3","y","w","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3284",2356,"GuamRitiL3","guam","riti","L3","y","w","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3285",2357,"GuamRitiL3","guam","riti","L3","y","w","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"3286",2358,"GuamRitiL3","guam","riti","L3","y","w","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3287",2359,"GuamRitiL3","guam","riti","L3","y","w","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3288",2360,"GuamRitiL3","guam","riti","L3","y","w","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3289",2361,"GuamRitiL3","guam","riti","L3","y","w","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3290",2362,"GuamRitiL3","guam","riti","L3","y","w","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3291",2363,"GuamRitiL3","guam","riti","L3","y","w","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"3292",2364,"GuamRitiL3","guam","riti","L3","y","w","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3293",2365,"GuamRitiL3","guam","riti","L3","y","w","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3294",2366,"GuamRitiL3","guam","riti","L3","y","w","other",0,2018-01-12,2018-01-15,3,"other"
"3295",2367,"GuamRitiL3","guam","riti","L3","b","w","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3296",2368,"GuamRitiL3","guam","riti","L3","b","w","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3297",2369,"GuamRitiL3","guam","riti","L3","b","w","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3298",2371,"GuamRitiL3","guam","riti","L3","b","w","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3299",2372,"GuamRitiL3","guam","riti","L3","b","w","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3300",2373,"GuamRitiL3","guam","riti","L3","b","w","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3301",2374,"GuamRitiL3","guam","riti","L3","b","w","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3302",2375,"GuamRitiL3","guam","riti","L3","b","w","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3303",2376,"GuamRitiL3","guam","riti","L3","b","w","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"3304",2377,"GuamRitiL3","guam","riti","L3","b","w","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3305",2378,"GuamRitiL3","guam","riti","L3","b","w","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3306",2379,"GuamRitiL3","guam","riti","L3","b","w","other",0,2018-01-12,2018-01-15,3,"other"
"3307",2380,"GuamRitiL3","guam","riti","L3","b","b","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3308",2381,"GuamRitiL3","guam","riti","L3","b","b","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3309",2382,"GuamRitiL3","guam","riti","L3","b","b","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3310",2383,"GuamRitiL3","guam","riti","L3","b","b","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"3311",2384,"GuamRitiL3","guam","riti","L3","b","b","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3312",2385,"GuamRitiL3","guam","riti","L3","b","b","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3313",2386,"GuamRitiL3","guam","riti","L3","b","b","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3314",2387,"GuamRitiL3","guam","riti","L3","b","b","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3315",2388,"GuamRitiL3","guam","riti","L3","b","b","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3316",2390,"GuamRitiL3","guam","riti","L3","b","b","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3317",2391,"GuamRitiL3","guam","riti","L3","b","b","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3318",2392,"GuamRitiL3","guam","riti","L3","b","b","other",0,2018-01-12,2018-01-15,3,"other"
"3319",2393,"GuamRitiL3","guam","riti","L3","r","b","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3320",2394,"GuamRitiL3","guam","riti","L3","r","b","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3321",2395,"GuamRitiL3","guam","riti","L3","r","b","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3322",2397,"GuamRitiL3","guam","riti","L3","r","b","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3323",2398,"GuamRitiL3","guam","riti","L3","r","b","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3324",2399,"GuamRitiL3","guam","riti","L3","r","b","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3325",2400,"GuamRitiL3","guam","riti","L3","r","b","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3326",2401,"GuamRitiL3","guam","riti","L3","r","b","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3327",2402,"GuamRitiL3","guam","riti","L3","r","b","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"3328",2403,"GuamRitiL3","guam","riti","L3","r","b","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3329",2404,"GuamRitiL3","guam","riti","L3","r","b","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3330",2405,"GuamRitiL3","guam","riti","L3","r","b","other",0,2018-01-12,2018-01-15,3,"other"
"3331",2406,"GuamRitiL3","guam","riti","L3","y","b","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3332",2407,"GuamRitiL3","guam","riti","L3","y","b","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3333",2408,"GuamRitiL3","guam","riti","L3","y","b","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
